baujahr,stadt,Bevölkerung,DistanzNamur,DistanzMaastricht,DistanzBrüssel,DistanzLuxemburg,kaufpreis,fläche_m2,schlafzimmer,badezimmer,parkplätze,garten,Haus,Wohnung
2019,HUY,21293,38,68,86,162,171000,84.0,2,1,2,0,0,1
2019,HANNUT,16676,36,71,64,185,282000,124.0,3,2,2,0,0,1
2019,HANNUT,16676,36,71,64,185,275000,134.0,3,2,2,0,0,1
2019,HANNUT,16676,36,71,64,185,282000,124.0,3,2,2,0,0,1
2019,HANNUT,16676,36,71,64,185,225000,92.0,2,1,1,0,0,1
2019,HANNUT,16676,36,71,64,185,225000,94.0,2,1,1,0,0,1
2019,FERNELMONT,8007,19,81,67,167,290000,127.0,2,1,2,0,0,1
2019,ARLON,30047,129,156,188,33,193000,71.0,1,1,1,0,0,1
2019,AMAY,14231,46,56,94,165,219000,135.0,4,1,2,1,1,0
2019,AMAY,14231,46,56,94,165,209000,135.0,3,1,2,1,1,0
2019,HUY,21293,38,68,86,162,172500,85.0,2,1,2,0,0,1
2019,CHÊNÉE,195965,69,36,101,164,224000,93.0,2,1,1,1,0,1
2019,CHÊNÉE,195965,69,36,101,164,199000,76.0,1,1,1,1,0,1
2019,CHÊNÉE,195965,69,36,101,164,224500,93.0,2,1,1,1,0,1
2019,CHÊNÉE,195965,69,36,101,164,224000,93.0,2,1,1,1,0,1
2019,CHÊNÉE,195965,69,36,101,164,209000,91.0,2,1,1,0,0,1
2019,VIRTON,11233,133,175,191,52,429500,191.0,4,2,3,0,1,0
2019,VIRTON,11233,133,175,191,52,342500,139.0,3,1,1,0,1,0
2019,VIRTON,11233,133,175,191,52,325000,141.0,3,1,1,0,1,0
2019,VIRTON,11233,133,175,191,52,342500,139.0,3,1,2,0,1,0
2019,VIRTON,11233,133,175,191,52,325000,151.0,4,2,3,0,1,0
2019,WANZE,13570,34,65,82,163,179500,80.0,2,1,2,0,0,1
2019,WANZE,13570,34,65,82,163,295000,134.0,3,1,2,0,0,1
2019,WANZE,13570,34,65,82,163,295000,129.0,3,1,2,0,0,1
2019,WANZE,13570,34,65,82,163,217500,98.0,2,1,2,0,0,1
2019,WANZE,13570,34,65,82,163,209500,87.0,2,1,2,0,0,1
2019,WANZE,13570,34,65,82,163,179500,79.0,2,1,2,0,0,1
2019,WANZE,13570,34,65,82,163,212500,98.0,2,1,2,0,0,1
2019,WANZE,13570,34,65,82,163,222000,96.0,3,1,2,0,0,1
2019,WANZE,13570,34,65,82,163,215500,87.0,2,1,2,0,0,1
2019,VIRTON,11233,133,175,191,52,335000,151.0,4,2,2,0,1,0
2019,CINEY,16439,30,119,91,132,295500,161.0,4,1,1,0,1,0
2019,VELROUX,288,53,46,90,182,246521,169.0,4,2,1,1,1,0
2019,VELROUX,288,53,46,90,182,245395,168.0,4,2,1,1,1,0
2019,DONCEEL,3048,48,53,86,190,199000,85.0,2,1,2,0,0,1
2019,JAMBES,19399,1,94,67,155,297000,95.0,2,1,1,0,0,1
2019,JAMBES,19399,1,94,67,155,269000,90.0,2,1,1,0,0,1
2019,JAMBES,19399,1,94,67,155,269000,90.0,2,1,1,0,0,1
2019,JAMBES,19399,1,94,67,155,295000,101.0,2,1,1,0,0,1
2019,JAMBES,19399,1,94,67,155,290000,101.0,2,1,1,0,0,1
2019,JAMBES,19399,1,94,67,155,295000,102.0,2,1,1,0,0,1
2019,JAMBES,19399,1,94,67,155,295000,102.0,2,1,1,0,0,1
2019,JAMBES,19399,1,94,67,155,298500,105.0,2,1,1,1,0,1
2019,JAMBES,19399,1,94,67,155,285000,94.0,2,1,1,1,0,1
2019,JAMBES,19399,1,94,67,155,279000,92.0,2,1,1,1,0,1
2019,JAMBES,19399,1,94,67,155,310000,113.0,3,1,1,1,0,1
2019,SOUMAGNE,16888,81,33,112,168,140000,45.0,1,1,19,0,0,1
2019,BERTRIX,8164,88,159,147,84,165000,101.0,2,1,1,0,0,1
2019,HANNUT,16676,36,71,64,185,260750,105.0,2,1,2,0,0,1
2019,SOUMAGNE,16888,81,33,112,168,160000,50.0,1,1,19,0,0,1
2019,SOUMAGNE,16888,81,33,112,168,165000,58.0,1,1,19,0,0,1
2019,SOUMAGNE,16888,81,33,112,168,160000,50.0,1,1,19,0,0,1
2019,SOUMAGNE,16888,81,33,112,168,160000,50.0,1,1,19,0,0,1
2019,SOUMAGNE,16888,81,33,112,168,160000,50.0,1,1,19,0,0,1
2019,SOUMAGNE,16888,81,33,112,168,165000,58.0,1,1,19,0,0,1
2019,SOUMAGNE,16888,81,33,112,168,165000,28.0,1,1,19,0,0,1
2019,SOUMAGNE,16888,81,33,112,168,160000,50.0,1,1,19,0,0,1
2019,SOUMAGNE,16888,81,33,112,168,160000,60.0,1,1,19,0,0,1
2019,SOUMAGNE,16888,81,33,112,168,140000,45.0,1,1,19,0,0,1
2019,SOUMAGNE,16888,81,33,112,168,160000,50.0,1,1,19,0,0,1
2019,SOUMAGNE,16888,81,33,112,168,155000,48.0,1,1,19,0,0,1
2019,SOUMAGNE,16888,81,33,112,168,160000,50.0,1,1,19,0,0,1
2019,SOUMAGNE,16888,81,33,112,168,157000,55.0,1,1,19,0,0,1
2019,SOUMAGNE,16888,81,33,112,168,155000,50.0,1,1,19,0,0,1
2019,SOUMAGNE,16888,81,33,112,168,160000,56.0,1,1,19,0,0,1
2019,SOUMAGNE,16888,81,33,112,168,155000,55.0,1,1,19,0,0,1
2019,HANNUT,16676,36,71,64,185,246750,95.0,1,1,2,0,0,1
2019,BERTRIX,8164,88,159,147,84,195000,106.0,3,1,1,0,0,1
2019,MALMEDY,12654,121,73,151,116,275000,148.0,3,1,2,0,1,0
2019,ESNEUX,13049,81,49,113,158,492000,256.0,5,2,3,0,1,0
2019,ESNEUX,13049,81,49,113,158,492000,256.0,5,1,3,0,1,0
2019,VERVIERS,55592,94,46,124,140,180999,86.0,2,1,1,0,0,1
2019,VERVIERS,55592,94,46,124,140,172999,82.0,2,1,1,0,0,1
2019,VERVIERS,55592,94,46,124,140,184999,90.0,2,1,1,0,0,1
2019,HUY,21293,38,68,86,162,171000,84.0,2,1,2,0,0,1
2019,HUY,21293,38,68,86,162,172500,86.0,2,1,2,0,0,1
2019,HUY,21293,38,68,86,162,172500,86.0,2,1,2,0,0,1
2019,HUY,21293,38,68,86,162,169000,86.0,2,1,2,0,0,1
2019,HUY,21293,38,68,86,162,172500,86.0,2,1,2,0,0,1
2019,HUY,21293,38,68,86,162,172500,88.0,2,1,2,0,0,1
2019,HUY,21293,38,68,86,162,171000,84.0,2,1,2,0,0,1
2019,VERLAINE,3507,43,52,84,192,315000,214.0,4,1,2,0,1,0
2019,GRIVEGNÉE,19606,69,34,102,164,324000,155.0,3,2,1,0,0,1
2019,GRIVEGNÉE,19606,69,34,102,164,244000,112.0,3,2,1,0,0,1
2019,NOISEUX,1246,52,82,108,132,219500,126.0,3,1,1,1,1,0
2019,NOISEUX,1246,52,82,108,132,219500,126.0,3,1,1,1,1,0
2019,AYWAILLE,12000,91,59,123,146,259000,137.0,3,1,4,1,1,0
2019,DAVE,1498,7,102,74,149,460000,237.0,4,2,1,0,1,0
2019,DAVE,1498,7,102,74,149,337500,168.0,3,2,2,0,1,0
2019,DAVE,1498,7,102,74,149,336500,168.0,3,2,2,0,1,0
2019,LIÈGE,195965,65,32,97,166,235000,93.0,2,1,1,0,0,1
2019,LIÈGE,195965,65,32,97,166,258500,109.0,3,1,1,0,0,1
2019,LIÈGE,195965,65,32,97,166,211400,97.0,2,1,1,0,0,1
2019,LIÈGE,195965,65,32,97,166,159500,66.0,1,1,1,0,0,1
2019,LIÈGE,195965,65,32,97,166,197500,88.0,2,1,1,0,0,1
2019,LIÈGE,195965,65,32,97,166,195900,88.0,2,1,1,0,0,1
2019,LIÈGE,195965,65,32,97,166,227700,105.0,3,1,1,0,0,1
2019,LIÈGE,195965,65,32,97,166,209700,97.0,2,1,1,0,0,1
2019,LIÈGE,195965,65,32,97,166,158500,66.0,1,1,1,0,0,1
2019,LIÈGE,195965,65,32,97,166,201600,89.0,2,1,1,0,0,1
2019,LIÈGE,195965,65,32,97,166,248800,121.0,3,1,1,0,0,1
2019,LIÈGE,195965,65,32,97,166,193500,88.0,2,1,1,0,0,1
2019,LIÈGE,195965,65,32,97,166,207300,97.0,2,1,1,0,0,1
2019,LIÈGE,195965,65,32,97,166,189400,88.0,2,1,1,0,0,1
2019,LIÈGE,195965,65,32,97,166,156800,66.0,1,1,1,0,0,1
2019,LIÈGE,195965,65,32,97,166,196000,88.0,2,1,1,0,0,1
2019,LIÈGE,195965,65,32,97,166,205700,80.0,2,1,1,0,0,1
2019,LIÈGE,195965,65,32,97,166,182000,88.0,2,1,1,0,0,1
2019,LIÈGE,195965,65,32,97,166,254600,121.0,3,1,1,0,0,1
2019,LIÈGE,195965,65,32,97,166,240900,129.0,4,2,1,0,0,0
2019,LIÈGE,195965,65,32,97,166,197500,94.0,2,1,1,0,0,1
2019,ROCHEFORT,12609,49,101,112,114,224500,130.0,3,1,2,1,1,0
2019,ROCHEFORT,12609,49,101,112,114,223500,130.0,3,1,2,1,1,0
2019,ARLON,30047,129,156,188,33,249000,93.0,2,2,1,0,0,1
2019,ARLON,30047,129,156,188,33,228000,71.0,1,1,1,1,0,1
2019,ARLON,30047,129,156,188,33,245000,87.0,2,2,1,0,0,1
2019,ARLON,30047,129,156,188,33,245000,85.0,2,2,1,0,0,1
2019,ARLON,30047,129,156,188,33,245000,82.0,2,2,1,1,0,1
2019,ARLON,30047,129,156,188,33,245000,85.0,2,2,1,0,0,1
2019,ARLON,30047,129,156,188,33,273000,112.0,3,3,1,0,0,1
2019,ARLON,30047,129,156,188,33,299000,112.0,3,3,1,1,0,1
2019,ARLON,30047,129,156,188,33,251000,93.0,2,2,1,0,0,1
2019,ARLON,30047,129,156,188,33,224000,77.0,1,1,1,0,0,1
2019,ARLON,30047,129,156,188,33,204000,74.0,2,2,1,0,0,1
2019,ARLON,30047,129,156,188,33,235000,86.0,2,2,1,0,0,1
2019,ARLON,30047,129,156,188,33,235000,85.0,2,2,1,0,0,1
2019,ARLON,30047,129,156,188,33,226000,68.0,1,1,1,1,0,1
2019,ARLON,30047,129,156,188,33,276000,83.0,2,2,1,1,0,1
2019,VERVIERS,55592,94,46,124,140,189999,90.0,2,1,1,0,0,1
2019,ROCHEFORT,12609,49,101,112,114,386500,132.0,3,2,1,0,0,1
2019,ROCHEFORT,12609,49,101,112,114,231800,90.0,2,1,1,0,0,1
2019,ROCHEFORT,12609,49,101,112,114,229700,91.0,2,1,1,0,0,1
2019,ROCHEFORT,12609,49,101,112,114,229700,90.0,2,1,1,0,0,1
2019,ROCHEFORT,12609,49,101,112,114,239200,90.0,2,1,1,0,0,1
2019,NOISEUX,1246,52,82,108,132,214500,126.0,3,1,1,1,1,0
2019,NOISEUX,1246,52,82,108,132,287500,180.0,4,1,2,1,1,0
2019,STEMBERT,55198,96,49,127,141,283862,129.0,3,1,1,0,1,0
2019,STEMBERT,55198,96,49,127,141,311614,201.0,3,1,1,0,1,0
2019,STEMBERT,55198,96,49,127,141,278938,131.0,3,1,1,0,1,0
2019,STEMBERT,55198,96,49,127,141,277597,131.0,3,1,1,0,1,0
2019,TILFF,12889,76,44,109,157,284891,88.0,2,1,22,1,0,1
2020,ARLON,30047,129,156,188,33,645497,144.0,3,1,2,1,1,0
2020,ARLON,30047,129,156,188,33,609044,144.0,3,1,2,1,1,0
2020,REMICOURT,5012,52,50,79,187,294000,162.0,3,1,3,1,1,0
2020,REMICOURT,5012,52,50,79,187,337000,190.0,4,1,3,1,1,0
2020,VISÉ,17925,78,18,95,182,225350,95.0,2,1,1,0,0,1
2020,HERMALLE-SOUS-ARGENTEAU,23581,75,20,105,179,311450,138.0,3,2,1,0,0,1
2020,HERMALLE-SOUS-ARGENTEAU,23581,75,20,105,179,225350,95.0,2,1,1,0,0,1
2020,LA REID,11571,97,64,130,152,398000,166.0,4,2,1,1,1,0
2020,LA REID,11571,97,64,130,152,435000,203.0,4,2,1,1,1,0
2020,LIÈGE,195965,65,32,97,166,429000,209.0,4,2,2,1,1,0
2020,MOUSTIER-SUR-SAMBRE,2661,27,103,75,174,199000,135.0,3,2,2,1,0,0
2020,HERSTAL,600000,72,27,103,175,165000,85.0,2,1,3,0,0,1
2020,MICHEROUX,15894,79,32,110,166,308975,143.0,3,1,2,0,1,0
2020,LONCIN,3105,61,35,90,173,595000,163.0,2,2,2,0,0,1
2020,LONCIN,3105,61,35,90,173,240000,82.0,2,1,1,0,0,1
2020,LONCIN,3105,61,35,90,173,215000,77.0,2,1,1,0,0,1
2020,LONCIN,3105,61,35,90,173,250000,97.0,2,1,1,0,0,1
2020,LONCIN,3105,61,35,90,173,235000,82.0,2,1,1,0,0,1
2020,LONCIN,3105,61,35,90,173,210000,77.0,2,1,1,0,0,1
2020,LONCIN,3105,61,35,90,173,249000,97.0,2,1,1,0,0,1
2020,LONCIN,3105,61,35,90,173,232000,82.0,2,1,1,0,0,1
2020,LONCIN,3105,61,35,90,173,208000,77.0,2,1,1,0,0,1
2020,LONCIN,3105,61,35,90,173,245000,97.0,2,1,1,0,0,1
2020,HEURE-LE-ROMAIN,2136,74,24,105,189,375000,190.0,4,1,1,1,1,0
2020,PETIT-RECHAIN,55198,89,42,120,143,341100,160.0,4,1,2,0,1,0
2020,HUY,21293,38,68,86,162,233500,110.0,2,1,1,0,0,1
2020,HUY,21293,38,68,86,162,181000,90.0,1,1,1,0,0,1
2020,HUY,21293,38,68,86,162,224500,100.0,2,1,1,0,0,1
2020,HUY,21293,38,68,86,162,224500,101.0,2,1,1,0,0,1
2020,HUY,21293,38,68,86,162,221500,101.0,2,1,1,1,0,1
2020,SAINT-NICOLAS,24392,63,43,97,170,195000,92.0,2,1,2,0,0,1
2020,BASTOGNE,16377,86,118,147,83,205000,86.0,2,1,1,0,0,1
2020,VILLERS-LE-BOUILLET,6600,41,58,89,190,205000,105.0,2,1,2,0,0,1
2020,VILLERS-LE-BOUILLET,6600,41,58,89,190,199000,100.0,2,1,2,0,0,1
2020,SAINT-GEORGES-SUR-MEUSE,7000,46,50,103,195,159169,80.0,1,1,2,1,1,0
2020,SAINT-GEORGES-SUR-MEUSE,7000,46,50,103,195,242179,145.0,3,1,2,1,1,0
2020,JAMBES,19399,1,94,67,155,219000,79.0,2,1,1,0,0,1
2020,BERTRIX,8164,88,159,147,84,499000,200.0,4,2,3,0,1,0
2020,AYWAILLE,12000,91,59,123,146,225000,85.0,2,1,1,0,0,1
2020,AYWAILLE,12000,91,59,123,146,255000,101.0,2,1,1,0,0,1
2020,AYWAILLE,12000,91,59,123,146,260000,84.0,2,1,1,0,0,1
2020,AYWAILLE,12000,91,59,123,146,225000,84.0,2,1,1,0,0,1
2020,AYWAILLE,12000,91,59,123,146,265000,127.0,3,2,1,0,0,1
2020,AYWAILLE,12000,91,59,123,146,225000,85.0,2,1,1,0,0,1
2020,AYWAILLE,12000,91,59,123,146,218000,85.0,2,1,1,0,0,1
2020,AYWAILLE,12000,91,59,123,146,218000,85.0,2,1,1,0,0,1
2020,AYWAILLE,12000,91,59,123,146,270000,101.0,2,1,1,0,0,1
2020,AYWAILLE,12000,91,59,123,146,260000,107.0,2,1,1,0,0,1
2020,VILLERS-LE-BOUILLET,6600,41,58,89,190,295000,180.0,3,2,2,0,0,0
2020,VILLERS-LE-BOUILLET,6600,41,58,89,190,270000,146.0,3,2,2,0,0,0
2020,VILLERS-LE-BOUILLET,6600,41,58,89,190,295000,164.0,3,2,2,0,0,0
2020,VILLERS-LE-BOUILLET,6600,41,58,89,190,210000,100.0,2,1,2,0,0,1
2020,VILLERS-LE-BOUILLET,6600,41,58,89,190,205000,102.0,2,1,2,0,0,1
2020,VILLERS-LE-BOUILLET,6600,41,58,89,190,205000,105.0,2,1,2,0,0,1
2020,VILLERS-LE-BOUILLET,6600,41,58,89,190,199000,100.0,2,1,2,0,0,1
2020,VILLERS-LE-BOUILLET,6600,41,58,89,190,235000,109.0,2,1,2,0,0,1
2020,VILLERS-LE-BOUILLET,6600,41,58,89,190,295000,164.0,3,2,2,0,0,0
2020,VILLERS-LE-BOUILLET,6600,41,58,89,190,270000,146.0,3,2,2,0,0,1
2020,VILLERS-LE-BOUILLET,6600,41,58,89,190,210000,100.0,2,1,2,0,0,1
2020,VISÉ,17925,78,18,95,182,309900,160.0,3,1,3,1,0,0
2020,HERVE,17598,83,35,113,149,265000,108.0,2,1,2,0,0,1
2020,BASTOGNE,16377,86,118,147,83,269000,118.0,2,1,4,0,0,0
2020,NASSOGNE,5207,59,103,120,109,233000,109.0,3,1,2,0,1,0
2020,NASSOGNE,5207,59,103,120,109,220790,109.0,3,1,2,0,1,0
2020,NASSOGNE,5207,59,103,120,109,230957,109.0,3,1,2,0,1,0
2020,GEDINNE,4405,73,160,132,114,199000,120.0,3,1,2,0,1,0
2020,GEDINNE,4405,73,160,132,114,199000,120.0,3,1,2,0,1,0
2020,LIERS,33930,98,104,47,180,346505,146.0,4,1,2,0,1,0
2020,STEMBERT,55198,96,49,127,141,311773,146.0,3,1,2,0,1,0
2020,LIERS,33930,98,104,47,180,357315,146.0,4,1,2,0,1,0
2020,GRIVEGNÉE,19606,69,34,102,164,259000,144.0,2,1,1,0,0,1
2020,LIERS,33930,98,104,47,180,293114,143.0,3,1,1,0,1,0
2020,EUPEN,20026,101,54,132,149,338372,161.0,4,1,2,0,1,0
2020,ERPENT,110939,4,95,67,150,344500,134.0,3,1,2,0,0,1
2020,FLÉMALLE-HAUTE,25140,54,46,99,182,270000,160.0,3,1,1,0,0,0
2020,FLÉMALLE-HAUTE,25140,54,46,99,182,270000,160.0,3,1,1,0,0,0
2020,FLÉMALLE-HAUTE,25140,54,46,99,182,225000,100.0,2,1,1,0,0,1
2020,FLÉMALLE-HAUTE,25140,54,46,99,182,225000,100.0,2,1,1,0,0,1
2020,BASSENGE,8986,76,16,106,191,185000,105.0,3,1,2,1,1,0
2020,PESCHE,1459,68,167,115,184,205000,245.0,3,1,6,1,1,0
2020,TROOZ,8172,76,40,108,157,169000,85.0,2,1,1,0,0,1
2020,TROOZ,8172,76,40,108,157,315000,140.0,3,1,1,0,1,0
2020,NEUFCHÂTEAU,7770,91,144,150,63,162500,52.8,2,1,1,0,0,1
2020,NEUPRÉ,9993,60,47,110,167,340000,253.0,3,2,1,0,1,0
2020,NEUPRÉ,9993,60,47,110,167,330000,253.0,3,2,1,1,1,0
2020,MALMEDY,12654,121,73,151,116,284638,133.0,3,1,1,0,0,1
2020,AUVELAIS,26949,27,111,80,183,165000,190.0,4,2,1,1,1,0
2020,SPRIMONT,14645,83,52,116,147,294250,177.0,4,1,2,1,1,0
2020,NEUFCHÂTEAU,7770,91,144,150,63,167500,63.0,2,1,1,0,0,1
2020,TEMPLOUX,1900,9,96,63,168,349000,150.0,3,1,3,0,1,0
2020,PESSOUX,744,32,88,93,133,244000,158.0,3,1,2,0,1,0
2020,WAIMES,7376,129,81,159,114,137000,60.0,1,1,1,0,0,1
2020,BERTRIX,8164,88,159,147,84,235000,90.0,2,1,1,0,0,1
2020,WAIMES,7376,129,81,159,114,134950,60.0,1,1,1,0,0,1
2020,WAIMES,7376,129,81,159,114,209500,88.0,2,1,1,0,0,1
2020,WAIMES,7376,129,81,159,114,137000,60.0,1,1,1,1,0,1
2020,WAIMES,7376,129,81,159,114,207500,88.0,2,1,1,1,0,1
2020,WAIMES,7376,129,81,159,114,209500,89.0,2,1,1,1,0,1
2020,GESVES,7210,21,86,82,144,280000,129.0,3,1,2,0,1,0
2020,GESVES,7210,21,86,82,144,285000,129.0,3,1,2,0,1,0
2020,GESVES,7210,21,86,82,144,260000,127.0,3,1,2,0,1,0
2020,GESVES,7210,21,86,82,144,250000,133.0,3,1,2,0,1,0
2020,GESVES,7210,21,86,82,144,260000,127.0,3,1,2,0,1,0
2020,GESVES,7210,21,86,82,144,275000,127.0,3,1,2,0,1,0
2020,GESVES,7210,21,86,82,144,260000,133.0,3,1,2,0,1,0
2020,GESVES,7210,21,86,82,144,270000,127.0,3,1,2,0,1,0
2020,GESVES,7210,21,86,82,144,280000,127.0,3,1,2,0,1,0
2020,ANDENNE,27010,34,78,76,155,164000,79.0,1,1,2,0,0,1
2020,ANDENNE,27010,34,78,76,155,164000,79.0,1,1,2,0,0,1
2020,ANDENNE,27010,34,78,76,155,219000,96.0,2,1,2,0,0,1
2020,ANDENNE,27010,34,78,76,155,219000,96.0,2,1,2,0,0,1
2020,ANDENNE,27010,34,78,76,155,225000,93.0,2,1,2,1,0,1
2020,ANDENNE,27010,34,78,76,155,225000,93.0,2,1,2,1,0,1
2020,BERTRIX,8164,88,159,147,84,235000,90.0,2,1,1,0,0,1
2020,PETIT-RECHAIN,55198,89,42,120,143,300360,135.0,3,1,2,0,1,0
2020,ROCOURT,197355,63,32,97,166,315000,135.0,4,1,2,0,1,0
2020,EUPEN,20026,101,54,132,149,329090,142.0,4,1,2,0,1,0
2020,SAINT-GEORGES-SUR-MEUSE,7000,46,50,103,195,276760,170.0,3,1,2,0,1,0
2020,MONTZEN,10401,102,35,132,161,339120,171.0,4,1,3,0,1,0
2020,MALMEDY,12654,121,73,151,116,225000,88.0,2,1,1,0,0,1
2020,CHAUDFONTAINE,21012,73,40,105,158,239000,90.0,2,1,2,0,0,1
2020,CHAUDFONTAINE,21012,73,40,105,158,239000,90.0,2,1,2,0,0,1
2020,CHAUDFONTAINE,21012,73,40,105,158,249000,90.0,2,1,2,0,0,1
2020,CHAUDFONTAINE,21012,73,40,105,158,249000,90.0,2,1,2,0,0,1
2020,CHAUDFONTAINE,21012,73,40,105,158,259000,91.0,2,1,2,1,0,1
2020,CHAUDFONTAINE,21012,73,40,105,158,259000,91.0,2,1,2,1,0,1
2020,ROMSÉE,16088,74,35,107,162,239000,90.0,2,1,2,0,0,1
2020,ROMSÉE,16088,74,35,107,162,239000,90.0,2,1,2,0,0,1
2020,ROMSÉE,16088,74,35,107,162,249000,90.0,2,1,2,0,0,1
2020,ROMSÉE,16088,74,35,107,162,249000,90.0,2,1,2,0,0,1
2020,ROMSÉE,16088,74,35,107,162,259000,91.0,2,1,2,1,0,1
2020,ROMSÉE,16088,74,35,107,162,259000,91.0,2,1,2,1,0,1
2020,VISÉ,17925,78,18,95,182,453000,135.0,2,1,7,0,0,0
2020,HEUSY,55198,94,47,125,162,229000,77.0,2,1,1,0,0,1
2020,CHAINEUX,16772,88,40,119,144,351300,145.0,3,1,2,1,1,0
2020,BERLOZ,2781,42,61,70,198,221000,110.0,3,1,1,1,1,0
2020,HANNUT,16676,36,71,64,185,265000,145.0,3,1,3,0,1,0
2020,BERLOZ,2781,42,61,70,198,179500,110.0,3,1,1,1,1,0
2020,HEUSY,55198,94,47,125,162,259000,110.0,3,1,1,0,0,1
2020,LIERS,33930,98,104,47,180,318320,138.0,4,1,1,0,1,0
2020,WELKENRAEDT,9163,98,51,129,184,320655,144.0,3,1,2,0,1,0
2020,TILFF,12889,76,44,109,157,179000,100.0,2,1,3,0,1,0
2020,TROOZ,8172,76,40,108,157,175000,93.0,2,1,1,0,0,1
2020,VILLERS-LE-TEMPLE,6503,56,63,104,156,268000,178.0,3,1,3,1,1,0
2020,HUY,21293,38,68,86,162,207500,87.0,2,1,1,0,0,1
2020,HUY,21293,38,68,86,162,191500,80.0,2,1,1,0,0,1
2020,HUY,21293,38,68,86,162,202500,87.0,2,1,1,0,0,1
2020,HUY,21293,38,68,86,162,186500,80.0,2,1,1,0,0,1
2020,STEMBERT,55198,96,49,127,141,354500,143.0,4,1,2,0,1,0
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,189000,92.0,2,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,250000,109.0,3,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,195000,93.0,2,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,141500,56.0,1,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,190000,93.0,2,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,140000,54.0,1,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,141500,56.0,1,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,140000,56.0,1,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,143500,56.0,1,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,250000,109.0,3,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,189000,92.0,2,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,143500,56.0,1,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,190000,93.0,2,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,195000,93.0,2,1,1,0,0,1
2020,HUY,21293,38,68,86,162,207500,87.0,2,1,1,0,0,1
2020,HUY,21293,38,68,86,162,191500,80.0,2,1,1,0,0,1
2020,HUY,21293,38,68,86,162,202500,87.0,2,1,1,0,0,1
2020,HUY,21293,38,68,86,162,186500,80.0,2,1,1,0,0,1
2020,HEUSY,55198,94,47,125,162,284000,124.0,3,1,1,0,0,1
2020,HEUSY,55198,94,47,125,162,229000,94.0,2,1,1,0,0,1
2020,HEUSY,55198,94,47,125,162,214000,94.0,2,1,1,0,0,1
2020,BAELEN,4060,100,53,131,145,315800,159.0,4,1,2,0,1,0
2020,ONHAYE,3201,46,132,104,141,229000,240.0,3,1,1,0,1,0
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,250000,109.0,3,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,195000,93.0,2,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,143500,56.0,1,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,143500,56.0,1,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,195000,93.0,2,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,138750,54.0,1,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,190000,93.0,2,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,139750,56.0,1,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,141500,56.0,1,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,141500,56.0,1,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,189500,92.0,2,1,1,0,0,1
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,189500,92.0,2,1,1,0,0,1
2020,TROOZ,8172,76,40,108,157,145000,81.0,2,1,1,0,0,1
2020,FLÉMALLE,25140,55,47,99,182,289500,190.0,4,1,1,0,1,0
2020,WELKENRAEDT,9163,98,51,129,184,297000,154.0,3,1,2,0,1,0
2020,AYWAILLE,12000,91,59,123,146,295000,160.0,3,1,3,0,1,0
2020,AYWAILLE,12000,91,59,123,146,295000,160.0,3,1,3,0,1,0
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,234000,125.0,3,1,2,0,1,0
2020,BEN-AHIN,21293,27,74,89,160,319000,176.0,3,1,4,1,1,0
2020,SPRIMONT,14645,83,52,116,147,287500,104.0,2,1,1,0,0,1
2020,FLÉRON,16380,81,33,111,164,275000,109.0,3,1,23,0,0,1
2020,FLÉRON,16380,81,33,111,164,268000,109.0,3,1,23,0,0,1
